timestamp,Ax_mean,Ay_mean,Az_mean,Gx_mean,Gy_mean,Gz_mean,Ax_var,Ay_var,Az_var,Gx_var,Gy_var,Gz_var,co_mean,co2_mean,alcohol_mean,toluen_mean,nh4_mean,acetone_mean,co_var,co2_var,alcohol_var,toluen_var,nh4_var,acetone_var,sample_count,mean_bpm
2025-04-17 12:45:00,1.093644,-0.047111,-0.050588,-0.057991,-0.191763,-0.376570,0.005079,0.004010,0.011895,0.578600,0.778989,0.112165,95.220211,428.823154,17.168665,8.827861,31.916659,7.113544,0.000000,0.619572,0.000000,0.000000,0.000000,0.000000,60,72.485067
2025-04-17 12:45:03,1.080561,0.001656,0.043393,-0.423722,-0.212831,-0.169496,0.006893,0.005381,0.004272,0.115562,0.172662,0.289340,22.289602,410.257030,5.290984,2.504874,12.740520,2.091981,0.000000,0.000000,0.171221,0.201386,0.000000,0.000000,60,101.164298
2025-04-17 12:45:06,1.098731,0.054873,-0.021379,-0.364571,-0.134565,-0.190587,0.013330,0.005524,0.004280,0.018487,0.822016,0.235862,89.623966,427.583455,16.546908,8.493788,30.493301,6.754209,0.000000,0.598062,0.000000,0.000000,0.006880,0.000000,60,68.214272
2025-04-17 12:45:09,1.058374,0.020638,-0.005905,0.172113,-0.100729,-0.311842,0.006386,0.003040,0.002706,0.344693,0.794462,0.174115,26.068818,411.076687,6.066909,2.928217,14.218384,2.393304,0.000000,0.474047,0.135882,0.000000,0.000000,0.000000,60,117.029521
2025-04-17 12:45:12,1.065540,0.054695,0.112261,-0.114723,-0.005586,-0.084576,0.005572,0.002225,0.002927,0.329353,0.625501,0.357498,61.406957,420.703193,12.033994,6.044919,24.184527,4.877368,0.000000,1.098264,0.315257,0.417844,0.510014,0.033066,60,99.737676
2025-04-17 12:45:15,1.081388,0.041590,-0.020758,-0.159186,-0.103748,-0.268835,0.000070,0.000129,0.000150,0.001066,0.081223,0.000180,4.362908,402.715121,1.235452,0.517003,4.310725,0.492158,19.372946,0.000000,0.000000,0.014274,0.000000,0.000000,60,63.501108
2025-04-17 12:45:18,1.080895,0.044767,0.021774,-0.229515,-0.189497,-0.277373,0.000330,0.000251,0.000117,0.001066,0.001951,0.001265,31.839544,412.878975,7.280794,3.474483,16.379439,2.873087,0.000000,0.677280,0.000000,0.000000,0.205396,0.034331,60,119.346472
2025-04-17 12:45:21,1.081849,0.097945,-0.084046,-0.214853,-0.159397,-0.218728,0.000822,0.005023,0.000297,0.007547,0.001951,0.086675,140.411199,438.376165,23.807857,12.626904,41.058855,9.968027,34.901325,0.000000,0.000000,0.000000,0.144073,0.000000,60,90.985425
2025-04-17 12:45:24,1.079921,0.079445,-0.004134,-0.183771,-0.179346,-0.275294,0.000630,0.004663,0.000393,0.004891,0.001951,0.017064,23.237239,410.160205,5.526363,2.499870,13.082807,2.110717,0.000000,0.227381,0.000000,0.240657,0.755039,0.000000,60,102.494313
2025-04-17 12:45:27,1.078966,-0.031178,-0.135525,1.129179,-0.119214,-0.391821,0.001809,0.002493,0.004341,0.273688,0.526738,0.050901,3.727804,402.660739,1.366503,0.642646,4.477161,0.521106,54.443104,0.000000,0.000000,0.000000,0.112734,0.150776,60,65.685852
2025-04-17 12:45:30,1.083550,-0.027092,-0.071324,-0.010831,-0.050300,-0.263810,0.004660,0.002607,0.001568,0.702982,0.719522,0.145649,116.776778,433.350291,20.293789,10.537506,36.324316,8.485572,28.065684,0.020834,0.076693,0.000000,0.595955,0.069782,60,74.597193
2025-04-17 12:45:33,1.069806,0.013165,0.006914,-0.105844,0.070422,-0.323708,0.014737,0.002660,0.007058,0.152861,0.855753,0.206509,16.889530,408.082822,4.429834,2.013322,10.851927,1.599292,0.000000,0.675063,0.000000,0.059188,0.000000,0.036792,60,117.572608
2025-04-17 12:45:36,1.084427,0.029102,-0.120115,1.908694,0.036393,-0.357970,0.015304,0.008116,0.017771,1.186817,0.754663,0.813707,4.563285,403.362505,1.507848,0.563347,4.933723,0.607560,0.000000,1.223082,0.000000,0.274153,0.004946,0.092539,60,65.302694
2025-04-17 12:45:39,1.076303,0.091737,-0.053326,-0.021888,-0.095543,-0.250780,0.003444,0.003079,0.009496,1.331701,0.474175,0.110950,210.635875,451.330465,32.856775,17.845612,52.742867,14.040482,59.205535,0.241484,0.000000,0.056553,0.456002,0.000000,60,106.282459
2025-04-17 12:45:42,1.095334,-0.016573,-0.016192,-0.172524,-0.157587,-0.234902,0.011115,0.001759,0.002636,0.311417,1.050619,0.414506,2.521000,402.180004,1.093873,0.383432,3.493099,0.427983,0.000000,0.000000,0.036980,0.000000,0.937235,0.000000,60,87.650343
2025-04-17 12:45:45,1.082186,0.033608,-0.046380,-0.101807,-0.116813,-0.283521,0.010697,0.002593,0.003181,0.145067,0.394063,0.212714,3.434665,402.666355,1.254062,0.533110,4.175457,0.420314,32.938022,0.043273,0.000000,0.000000,0.453189,0.000000,60,62.177661
2025-04-17 12:45:48,1.096439,0.017539,-0.041034,-0.902256,-0.163854,-0.249577,0.002165,0.004378,0.002275,0.141913,0.311181,0.077088,97.108999,429.146444,17.609306,9.179149,32.455355,7.267649,31.819029,0.000000,0.125559,0.000000,0.000000,0.134305,60,71.852494
2025-04-17 12:45:51,1.079850,0.079121,-0.004557,-0.186397,-0.179768,-0.274791,0.000617,0.004648,0.000323,0.001066,0.009479,0.015216,22.334829,410.299018,5.359392,2.518036,13.065606,2.068498,44.830369,0.000000,0.393819,0.087859,0.355764,0.003800,60,102.775262
2025-04-17 12:45:54,1.085892,-0.010745,0.009828,-0.203379,-0.142274,-0.230506,0.001275,0.002322,0.000290,0.001066,0.078195,0.020664,17.799468,408.777089,4.583175,2.022924,11.204647,1.713684,38.913487,0.000000,0.000000,0.000000,0.000000,0.000000,60,91.804195
2025-04-17 12:45:57,1.082484,0.033138,0.012753,-0.105319,-0.238854,-0.287033,0.000581,0.001471,0.000444,0.484149,0.093357,0.008212,23.740984,410.406987,5.626777,2.621951,13.566818,2.134977,13.887407,0.000000,0.000000,0.000000,0.462785,0.000000,60,113.972130
2025-04-17 12:46:00,1.081364,0.090041,0.050478,-0.608650,-0.012315,-0.246426,0.002113,0.006478,0.004804,0.852509,0.474873,0.093450,20.258731,409.511694,5.085491,2.358143,12.526908,1.900941,1.519894,0.509104,0.568400,0.072767,0.785822,0.074348,60,99.134772
2025-04-17 12:46:03,1.095650,-0.016605,-0.016645,-0.181938,-0.158133,-0.235461,0.011037,0.001840,0.002659,0.307881,1.033236,0.414079,2.521000,402.253709,0.967614,0.370833,3.519264,0.349606,9.277464,0.040408,0.882561,0.027115,0.130665,0.003829,60,87.603523
2025-04-17 12:46:06,1.047257,-0.016134,-0.054579,0.029373,-0.115757,-0.245895,0.010820,0.005061,0.009462,0.704996,0.977926,0.328861,2.629083,402.421229,1.142322,0.370833,3.490451,0.385989,0.000000,1.417837,0.259926,0.186102,0.242373,0.022621,60,86.781277
